mood,time_of_day,hunger_level,sentiment,snack,snack_group,snack_type,snack_texture
nostalgic,morning,0.4992907360365235,0.2,dodo ikire,nigerian_sweet,sweet,soft
happy,afternoon,0.5768437287182975,0.2,coconut candy,nigerian_sweet,sweet,chewy
sad,afternoon,0.36619505373297073,-0.81,cheese,healthy_light,light,soft
hungry,afternoon,1.0,0.19,suya,nigerian_savory,spicy,chewy
nostalgic,evening,0.14188108932779428,0.2,coconut candy,nigerian_sweet,sweet,chewy
sad,morning,0.7723589076804971,-0.1,cookies,nigerian_sweet,sweet,crisp
happy,evening,0.27544642665596747,0.2,candy,nigerian_sweet,sweet,chewy
stressed,morning,0.6527646315321654,-0.24,plantain chips,nigerian_savory,savory,crisp
hungry,afternoon,1.0,0.03,roasted groundnuts,nigerian_savory,savory,crisp
happy,evening,0.22518184196073554,0.2,chin chin,nigerian_fried,sweet,crisp
tired,afternoon,0.19496656952347413,-0.39,fruit,healthy_light,light,soft
tired,midnight,0.13917096472267093,-0.28,fruit,healthy_light,light,soft
sad,evening,0.23989941475525198,-0.93,ice cream,nigerian_sweet,sweet,soft
bored,midnight,0.47633184129608674,0.3,crackers,savory_snacks,savory,crisp
tired,afternoon,0.1235326060313704,-0.1,candy,nigerian_sweet,sweet,chewy
bored,afternoon,0.16920539942541446,0.3,pretzels,savory_snacks,savory,crisp
stressed,morning,0.15387709052313206,-0.1,chocolate,nigerian_sweet,sweet,soft
happy,evening,0.006895202073424223,0.2,puff puff,nigerian_fried,sweet,soft
excited,afternoon,0.6004353310029901,0.49,akara,nigerian_fried,savory,soft
bored,midnight,0.6505136035853805,0.18,dodo ikire,nigerian_sweet,sweet,soft
tired,morning,0.4625747049786316,-0.1,fruit,healthy_light,light,soft
excited,morning,0.3903201562234415,0.2,puff puff,nigerian_fried,sweet,soft
hungry,afternoon,1.0,-0.12,plantain chips,nigerian_savory,savory,crisp
nostalgic,afternoon,0.3609040558382732,0.44,chocolate,nigerian_sweet,sweet,soft
stressed,evening,0.17417991903912178,-0.5,pretzels,savory_snacks,savory,crisp
excited,midnight,0.5052355029409282,0.2,puff puff,nigerian_fried,sweet,soft
happy,morning,0.3669640925340306,0.2,chin chin,nigerian_fried,sweet,crisp
excited,morning,0.741268306574705,0.42,puff puff,nigerian_fried,sweet,soft
happy,midnight,0.6841322759771783,0.2,akara,nigerian_fried,savory,soft
sad,morning,0.13982799030669277,-0.1,cookies,nigerian_sweet,sweet,crisp
content,evening,0.0038947261244025814,0.2,puff puff,nigerian_fried,sweet,soft
happy,midnight,0.7904111696523373,0.2,cookies,nigerian_sweet,sweet,crisp
stressed,evening,0.5082119898872647,-0.92,ice cream,nigerian_sweet,sweet,soft
sad,morning,0.7724878651047073,-0.32,coconut candy,nigerian_sweet,sweet,chewy
anxious,evening,0.32635025469427287,-0.1,kokoro,savory_snacks,savory,crisp
happy,morning,0.49803759236982537,0.2,akara,nigerian_fried,savory,soft
content,morning,0.6753487166592653,0.2,fruit,healthy_light,light,soft
happy,morning,0.7262089949201429,0.2,cheese,healthy_light,light,soft
content,midnight,0.4336216557331038,0.94,roasted groundnuts,nigerian_savory,savory,crisp
stressed,evening,0.11992740259771173,-0.1,candy,nigerian_sweet,sweet,chewy
happy,midnight,0.42917631295077857,0.2,akara,nigerian_fried,savory,soft
happy,afternoon,0.5327577328643714,0.65,puff puff,nigerian_fried,sweet,soft
excited,evening,0.6545164649022411,0.33,akara,nigerian_fried,savory,soft
stressed,morning,0.11950530898114567,-0.1,ice cream,nigerian_sweet,sweet,soft
tired,morning,0.0670327780386093,-0.1,veggies,healthy_light,light,crisp
bored,morning,0.642954761501842,0.3,veggies,healthy_light,light,crisp
excited,afternoon,0.6931608505992333,0.2,akara,nigerian_fried,savory,soft
bored,morning,0.6826278388537617,0.3,suya,nigerian_savory,spicy,chewy
bored,evening,0.3580023117596065,-0.3,boli,nigerian_savory,savory,soft
hungry,midnight,1.0,0.3,boli,nigerian_savory,savory,soft
stressed,morning,0.6105200461964491,-0.1,chocolate,nigerian_sweet,sweet,soft
happy,evening,0.34203348428776964,0.2,cookies,nigerian_sweet,sweet,crisp
happy,morning,0.06314388403072986,0.2,puff puff,nigerian_fried,sweet,soft
sad,morning,0.3153523956799264,-0.1,chocolate,nigerian_sweet,sweet,soft
excited,afternoon,0.044346391152987066,0.2,akara,nigerian_fried,savory,soft
anxious,evening,0.19066976850239759,-0.1,popcorn,savory_snacks,savory,crisp
happy,afternoon,0.6185341533975671,0.2,dodo ikire,nigerian_sweet,sweet,soft
sad,morning,0.028127400216955326,-0.35,candy,nigerian_sweet,sweet,chewy
sad,morning,0.5378894863457555,-0.34,dodo ikire,nigerian_sweet,sweet,soft
excited,evening,0.6076161189735553,0.2,suya,nigerian_savory,spicy,chewy
sad,afternoon,0.2288719376250085,-0.1,cheese,healthy_light,light,soft
tired,morning,0.6820341159004003,-0.6,yogurt,healthy_light,light,soft
anxious,midnight,0.1511885279769401,-0.44,pretzels,savory_snacks,savory,crisp
stressed,afternoon,0.15678414776140956,-0.1,popcorn,savory_snacks,savory,crisp
nostalgic,afternoon,0.10177990954960858,0.83,chocolate,nigerian_sweet,sweet,soft
happy,afternoon,0.5376476021293883,0.2,chin chin,nigerian_fried,sweet,crisp
hungry,evening,1.0,0.3,kilishi,nigerian_savory,spicy,chewy
happy,evening,0.22773979107717093,0.2,candy,nigerian_sweet,sweet,chewy
happy,afternoon,0.4964454776187669,0.28,coconut candy,nigerian_sweet,sweet,chewy
content,evening,0.3730996756036389,0.2,akara,nigerian_fried,savory,soft
content,evening,0.0761991471782956,0.2,cheese,healthy_light,light,soft
stressed,midnight,0.4321738134228949,-0.9,suya,nigerian_savory,spicy,chewy
happy,morning,0.5965026660164016,0.99,puff puff,nigerian_fried,sweet,soft
nostalgic,midnight,0.199181519329092,0.2,chocolate,nigerian_sweet,sweet,soft
sad,evening,0.4532145324702641,-0.1,chocolate,nigerian_sweet,sweet,soft
bored,morning,0.6691517899008987,0.02,pretzels,savory_snacks,savory,crisp
stressed,morning,0.265326275341614,-0.1,chocolate,nigerian_sweet,sweet,soft
happy,afternoon,0.01758545184769833,0.61,dodo ikire,nigerian_sweet,sweet,soft
happy,afternoon,0.07401329694647556,0.2,akara,nigerian_fried,savory,soft
happy,afternoon,0.12468122924115477,0.2,dodo ikire,nigerian_sweet,sweet,soft
happy,midnight,0.0010144615323921969,0.79,chin chin,nigerian_fried,sweet,crisp
content,afternoon,0.20684581091219673,0.2,fruit,healthy_light,light,soft
excited,morning,0.5540112102089544,0.2,coconut candy,nigerian_sweet,sweet,chewy
bored,midnight,0.29324094990338095,-0.25,kilishi,nigerian_savory,spicy,chewy
anxious,midnight,0.6474956355495567,-0.24,suya,nigerian_savory,spicy,chewy
hungry,afternoon,1.0,0.3,boli,nigerian_savory,savory,soft
nostalgic,evening,0.4009301851659923,0.2,fruit,healthy_light,light,soft
sad,midnight,0.6934571885507914,-0.1,fruit,healthy_light,light,soft
excited,afternoon,0.40023241494254375,0.2,chin chin,nigerian_fried,sweet,crisp
happy,afternoon,0.06890861723922903,0.2,puff puff,nigerian_fried,sweet,soft
happy,evening,0.3109047564856822,0.2,granola bar,healthy_light,light,crisp
hungry,midnight,1.0,-0.3,popcorn,savory_snacks,savory,crisp
hungry,evening,1.0,0.3,akara,nigerian_fried,savory,soft
bored,midnight,0.5105795320324892,-0.3,fruit,healthy_light,light,soft
excited,afternoon,0.7692902067466266,0.55,puff puff,nigerian_fried,sweet,soft
content,evening,0.6614942777386896,0.2,granola bar,healthy_light,light,crisp
stressed,midnight,0.11329379598929377,-0.8,coconut candy,nigerian_sweet,sweet,chewy
bored,evening,0.3115477440621386,0.3,kokoro,savory_snacks,savory,crisp
nostalgic,midnight,0.5376420324042895,0.4,coconut candy,nigerian_sweet,sweet,chewy
anxious,evening,0.38821339387409726,-0.1,pretzels,savory_snacks,savory,crisp
sad,midnight,0.29029265359608275,-0.1,cheese,healthy_light,light,soft
excited,afternoon,0.21555155704292403,0.2,cookies,nigerian_sweet,sweet,crisp
tired,morning,0.06749671715080403,-0.1,yogurt,healthy_light,light,soft
happy,evening,0.06517911817035352,0.2,veggies,healthy_light,light,crisp
excited,morning,0.18998883388975987,0.96,chin chin,nigerian_fried,sweet,crisp
sad,afternoon,0.5958005853039378,-0.66,chocolate,nigerian_sweet,sweet,soft
bored,midnight,0.08417564419053579,0.3,kokoro,savory_snacks,savory,crisp
content,evening,0.21893310793716614,0.96,granola bar,healthy_light,light,crisp
happy,midnight,0.008091545328668648,0.2,chocolate,nigerian_sweet,sweet,soft
sad,morning,0.3665638442017728,-0.1,coconut candy,nigerian_sweet,sweet,chewy
excited,morning,0.43327753823878956,0.26,akara,nigerian_fried,savory,soft
tired,midnight,0.40297554767196503,-0.1,yogurt,healthy_light,light,soft
nostalgic,midnight,0.5419706833919787,0.2,candy,nigerian_sweet,sweet,chewy
nostalgic,afternoon,0.7118691152706487,0.2,coconut candy,nigerian_sweet,sweet,chewy
stressed,evening,0.5863019623071187,-0.1,yogurt,healthy_light,light,soft
content,afternoon,0.0705137947126337,0.2,granola bar,healthy_light,light,crisp
hungry,midnight,1.0,0.12,pretzels,savory_snacks,savory,crisp
nostalgic,morning,0.5473672601507893,0.76,roasted groundnuts,nigerian_savory,savory,crisp
happy,evening,0.4181675632540809,0.2,chin chin,nigerian_fried,sweet,crisp
anxious,evening,0.28178478005659624,-0.1,popcorn,savory_snacks,savory,crisp
sad,midnight,0.619942777844764,-0.1,popcorn,savory_snacks,savory,crisp
nostalgic,midnight,0.04659026465622018,0.2,coconut candy,nigerian_sweet,sweet,chewy
nostalgic,midnight,0.6275245324867201,0.2,akara,nigerian_fried,savory,soft
bored,morning,0.412153780910571,0.3,pretzels,savory_snacks,savory,crisp
happy,evening,0.6993351371856548,0.42,dodo ikire,nigerian_sweet,sweet,soft
anxious,afternoon,0.4762214728832437,-0.1,veggies,healthy_light,light,crisp
happy,afternoon,0.48313635492978196,0.2,chin chin,nigerian_fried,sweet,crisp
excited,midnight,0.15299370326089712,0.23,chin chin,nigerian_fried,sweet,crisp
bored,midnight,0.552884696043081,0.3,veggies,healthy_light,light,crisp
anxious,morning,0.43049680803185053,-0.86,granola bar,healthy_light,light,crisp
anxious,afternoon,0.35926671414089073,-0.1,crackers,savory_snacks,savory,crisp
content,morning,0.09365153038549012,0.2,puff puff,nigerian_fried,sweet,soft
excited,evening,0.3246496737602173,0.94,chin chin,nigerian_fried,sweet,crisp
excited,evening,0.33949762084290774,0.43,chin chin,nigerian_fried,sweet,crisp
sad,morning,0.3109398005367604,-0.11,veggies,healthy_light,light,crisp
happy,afternoon,0.6243769107041239,0.2,puff puff,nigerian_fried,sweet,soft
happy,midnight,0.5267196763016335,0.2,chin chin,nigerian_fried,sweet,crisp
bored,morning,0.04186628584053027,0.3,kokoro,savory_snacks,savory,crisp
excited,midnight,0.5044448247273563,0.49,puff puff,nigerian_fried,sweet,soft
anxious,midnight,0.16943851990520217,-0.1,suya,nigerian_savory,spicy,chewy
hungry,midnight,1.0,0.3,puff puff,nigerian_fried,sweet,soft
nostalgic,morning,0.7213049835890881,0.85,chin chin,nigerian_fried,sweet,crisp
bored,afternoon,0.39974658422632336,-0.3,crackers,savory_snacks,savory,crisp
hungry,morning,1.0,0.3,plantain chips,nigerian_savory,savory,crisp
happy,evening,0.5375809103416409,0.2,cookies,nigerian_sweet,sweet,crisp
bored,morning,0.4685234683430394,-0.3,crackers,savory_snacks,savory,crisp
sad,evening,0.001280950039223061,-0.43,veggies,healthy_light,light,crisp
tired,afternoon,0.4615488986758718,-0.69,granola bar,healthy_light,light,crisp
tired,morning,0.27291946065574646,-0.1,veggies,healthy_light,light,crisp
stressed,morning,0.06230319127303261,-0.1,popcorn,savory_snacks,savory,crisp
sad,midnight,0.40243499804561716,-0.1,cheese,healthy_light,light,soft
excited,afternoon,0.3282429774981297,0.2,chin chin,nigerian_fried,sweet,crisp
content,midnight,0.14177204550303363,0.39,veggies,healthy_light,light,crisp
sad,evening,0.09400147216989865,-0.5,veggies,healthy_light,light,crisp
excited,morning,0.7555709503056304,0.2,puff puff,nigerian_fried,sweet,soft
bored,midnight,0.4294873172020947,0.3,kokoro,savory_snacks,savory,crisp
content,morning,0.04567580840790715,0.35,granola bar,healthy_light,light,crisp
tired,evening,0.4013593328051399,-0.1,chocolate,nigerian_sweet,sweet,soft
excited,afternoon,0.6137365747592487,0.95,chin chin,nigerian_fried,sweet,crisp
bored,afternoon,0.5596222963220575,-0.18,boli,nigerian_savory,savory,soft
excited,afternoon,0.05544360481499897,0.2,chin chin,nigerian_fried,sweet,crisp
sad,afternoon,0.6050848437949075,-0.1,ice cream,nigerian_sweet,sweet,soft
bored,evening,0.21046402393935262,0.3,roasted groundnuts,nigerian_savory,savory,crisp
sad,evening,0.6919959809662211,-0.36,dodo ikire,nigerian_sweet,sweet,soft
sad,afternoon,0.11982170534472214,-0.87,candy,nigerian_sweet,sweet,chewy
sad,evening,0.27737500898872897,-0.1,granola bar,healthy_light,light,crisp
bored,afternoon,0.31564090342509854,0.3,crackers,savory_snacks,savory,crisp
nostalgic,evening,0.050602727118943674,0.2,candy,nigerian_sweet,sweet,chewy
bored,afternoon,0.03474668578850997,-0.3,kokoro,savory_snacks,savory,crisp
happy,morning,0.5553053231809896,0.2,puff puff,nigerian_fried,sweet,soft
excited,midnight,0.6391588496573649,0.61,chin chin,nigerian_fried,sweet,crisp
bored,afternoon,0.5927065653775884,0.3,kokoro,savory_snacks,savory,crisp
bored,afternoon,0.01988761273263533,-0.3,popcorn,savory_snacks,savory,crisp
nostalgic,morning,0.7439374105165318,0.2,ice cream,nigerian_sweet,sweet,soft
happy,morning,0.3509342176252604,0.2,chin chin,nigerian_fried,sweet,crisp
stressed,midnight,0.350225181839696,-0.54,cookies,nigerian_sweet,sweet,crisp
happy,evening,0.5965869869450872,0.2,akara,nigerian_fried,savory,soft
happy,morning,0.7692349783048877,0.61,chin chin,nigerian_fried,sweet,crisp
nostalgic,midnight,0.12400693393340366,0.33,dodo ikire,nigerian_sweet,sweet,soft
nostalgic,midnight,0.7507581123283261,0.2,puff puff,nigerian_fried,sweet,soft
nostalgic,morning,0.5898983776245371,0.76,cookies,nigerian_sweet,sweet,crisp
hungry,morning,1.0,-0.3,kuli kuli,nigerian_savory,spicy,crisp
happy,evening,0.7703133073424301,0.2,akara,nigerian_fried,savory,soft
excited,morning,0.22436405180804428,0.2,chin chin,nigerian_fried,sweet,crisp
content,morning,0.4478365777438114,0.2,yogurt,healthy_light,light,soft
bored,morning,0.6960199404161326,0.27,plantain chips,nigerian_savory,savory,crisp
bored,afternoon,0.012018033584453037,-0.3,chips,savory_snacks,savory,crisp
sad,morning,0.40250684379865587,-0.37,ice cream,nigerian_sweet,sweet,soft
nostalgic,midnight,0.6895042648946058,0.2,dodo ikire,nigerian_sweet,sweet,soft
happy,morning,0.2535304110548355,0.2,akara,nigerian_fried,savory,soft
bored,evening,0.11844780759106373,-0.3,crackers,savory_snacks,savory,crisp
sad,morning,0.34660074584722234,-0.1,chocolate,nigerian_sweet,sweet,soft
bored,evening,0.1437255726694768,-0.3,boli,nigerian_savory,savory,soft
content,afternoon,0.10470491084286078,0.2,cheese,healthy_light,light,soft
anxious,evening,0.6401221187134005,-0.1,kokoro,savory_snacks,savory,crisp
stressed,afternoon,0.15779413293361344,-0.57,chocolate,nigerian_sweet,sweet,soft
nostalgic,morning,0.3100997001619675,0.2,yogurt,healthy_light,light,soft
sad,afternoon,0.49529712003735704,-0.68,cheese,healthy_light,light,soft
stressed,afternoon,0.596193188937953,-0.1,ice cream,nigerian_sweet,sweet,soft
bored,morning,0.47920883537085407,-0.3,kokoro,savory_snacks,savory,crisp
nostalgic,morning,0.4819528878891542,0.2,cookies,nigerian_sweet,sweet,crisp
hungry,evening,1.0,0.27,akara,nigerian_fried,savory,soft
hungry,afternoon,1.0,-0.3,kilishi,nigerian_savory,spicy,chewy
bored,afternoon,0.46245768160993006,0.3,chips,savory_snacks,savory,crisp
tired,afternoon,0.26288347158387415,-0.43,fruit,healthy_light,light,soft
excited,afternoon,0.21247007864588793,0.53,chin chin,nigerian_fried,sweet,crisp
excited,afternoon,0.003907572816201555,0.87,akara,nigerian_fried,savory,soft
excited,evening,0.3684660405557333,0.8,chocolate,nigerian_sweet,sweet,soft
excited,afternoon,0.08930874351684928,0.2,boli,nigerian_savory,savory,soft
excited,morning,0.159657292716751,0.2,chin chin,nigerian_fried,sweet,crisp
happy,morning,0.21926655651279658,0.6,akara,nigerian_fried,savory,soft
happy,midnight,0.16045172767045593,0.2,chin chin,nigerian_fried,sweet,crisp
sad,evening,0.42496083745567703,-0.8,cheese,healthy_light,light,soft
stressed,midnight,0.4527108840814072,-0.1,kuli kuli,nigerian_savory,spicy,crisp
tired,morning,0.5775865175613158,-0.1,veggies,healthy_light,light,crisp
stressed,midnight,0.7580989268165337,-0.1,cookies,nigerian_sweet,sweet,crisp
excited,afternoon,0.24451879746894678,0.2,chin chin,nigerian_fried,sweet,crisp
happy,morning,0.6106359295978253,0.2,akara,nigerian_fried,savory,soft
happy,afternoon,0.19435628934963517,0.82,puff puff,nigerian_fried,sweet,soft
nostalgic,afternoon,0.43261250504043436,0.35,ice cream,nigerian_sweet,sweet,soft
excited,morning,0.7751742896658398,0.87,plantain chips,nigerian_savory,savory,crisp
anxious,afternoon,0.28974528223532126,-0.1,popcorn,savory_snacks,savory,crisp
tired,afternoon,0.5141023481687453,-0.1,popcorn,savory_snacks,savory,crisp
sad,midnight,0.6169944592265425,-0.92,candy,nigerian_sweet,sweet,chewy
nostalgic,afternoon,0.26056176926216185,0.2,coconut candy,nigerian_sweet,sweet,chewy
content,afternoon,0.024854504195565053,0.89,dodo ikire,nigerian_sweet,sweet,soft
happy,afternoon,0.7170252417310304,0.2,akara,nigerian_fried,savory,soft
content,morning,0.031039563783109972,0.2,granola bar,healthy_light,light,crisp
sad,morning,0.2768868001315261,-0.1,kilishi,nigerian_savory,spicy,chewy
stressed,morning,0.6447246740267532,-0.44,candy,nigerian_sweet,sweet,chewy
nostalgic,morning,0.7220336918743625,0.2,popcorn,savory_snacks,savory,crisp
anxious,afternoon,0.7676737180873872,-0.1,pretzels,savory_snacks,savory,crisp
happy,afternoon,0.4935078047721453,0.2,akara,nigerian_fried,savory,soft
bored,afternoon,0.469414326275673,-0.11,popcorn,savory_snacks,savory,crisp
sad,morning,0.6903712371803804,-0.47,candy,nigerian_sweet,sweet,chewy
happy,afternoon,0.7461184804339829,0.2,coconut candy,nigerian_sweet,sweet,chewy
stressed,morning,0.3580559604063777,-0.1,chocolate,nigerian_sweet,sweet,soft
bored,afternoon,0.09579743080042552,0.3,kokoro,savory_snacks,savory,crisp
nostalgic,midnight,0.01213935923713736,0.2,candy,nigerian_sweet,sweet,chewy
excited,evening,0.02743832104264934,0.2,chin chin,nigerian_fried,sweet,crisp
sad,midnight,0.015557006735637292,-0.1,cookies,nigerian_sweet,sweet,crisp
happy,evening,0.5099236898089469,0.2,chocolate,nigerian_sweet,sweet,soft
content,evening,0.36805129339804943,0.2,puff puff,nigerian_fried,sweet,soft
excited,afternoon,0.24787769340262394,0.2,akara,nigerian_fried,savory,soft
anxious,morning,0.03453623269035316,-0.38,kokoro,savory_snacks,savory,crisp
anxious,evening,0.7117991922363041,-0.98,roasted groundnuts,nigerian_savory,savory,crisp
tired,midnight,0.25019289295072017,-0.1,veggies,healthy_light,light,crisp
hungry,midnight,1.0,0.3,popcorn,savory_snacks,savory,crisp
stressed,midnight,0.6301414722686034,-0.38,coconut candy,nigerian_sweet,sweet,chewy
anxious,evening,0.7259705410771404,-0.76,kokoro,savory_snacks,savory,crisp
sad,afternoon,0.6125218693641465,-0.86,dodo ikire,nigerian_sweet,sweet,soft
content,afternoon,0.3686949882157216,0.34,boli,nigerian_savory,savory,soft
anxious,morning,0.1579590536729054,-0.1,kokoro,savory_snacks,savory,crisp
anxious,morning,0.6197383497454387,-0.47,granola bar,healthy_light,light,crisp
content,afternoon,0.4045250859441756,0.2,crackers,savory_snacks,savory,crisp
stressed,morning,0.7121765364436449,-0.46,pretzels,savory_snacks,savory,crisp
excited,midnight,0.23017474759202347,0.47,akara,nigerian_fried,savory,soft
excited,evening,0.5688974536122288,0.2,plantain chips,nigerian_savory,savory,crisp
bored,midnight,0.7239695041359312,0.3,kokoro,savory_snacks,savory,crisp
sad,midnight,0.38084536172084943,-0.1,dodo ikire,nigerian_sweet,sweet,soft
excited,morning,0.7851580763433035,0.2,puff puff,nigerian_fried,sweet,soft
excited,evening,0.4740545462118615,0.2,puff puff,nigerian_fried,sweet,soft
tired,morning,0.6059400826986598,-0.1,cheese,healthy_light,light,soft
bored,morning,0.6129256812662224,0.3,yogurt,healthy_light,light,soft
happy,afternoon,0.06619064278965725,0.83,puff puff,nigerian_fried,sweet,soft
sad,evening,0.30653157484730065,-0.1,dodo ikire,nigerian_sweet,sweet,soft
bored,midnight,0.6834064492431516,0.3,suya,nigerian_savory,spicy,chewy
happy,evening,0.7298036488809245,0.89,chin chin,nigerian_fried,sweet,crisp
bored,afternoon,0.20414578301938457,0.3,pretzels,savory_snacks,savory,crisp
bored,evening,0.007448232609882944,-0.12,plantain chips,nigerian_savory,savory,crisp
bored,midnight,0.11425928838950608,0.3,kilishi,nigerian_savory,spicy,chewy
hungry,afternoon,1.0,0.3,boli,nigerian_savory,savory,soft
bored,afternoon,0.04480184715120013,-0.04,popcorn,savory_snacks,savory,crisp
bored,morning,0.7314723541331869,-0.3,yogurt,healthy_light,light,soft
tired,midnight,0.7857081475489204,-0.1,granola bar,healthy_light,light,crisp
bored,morning,0.5359627926873745,-0.3,chips,savory_snacks,savory,crisp
stressed,afternoon,0.35836295774494853,-0.11,chips,savory_snacks,savory,crisp
happy,midnight,0.018746364293910567,0.2,dodo ikire,nigerian_sweet,sweet,soft
happy,morning,0.7940781748653283,0.32,chin chin,nigerian_fried,sweet,crisp
nostalgic,morning,0.16625907316706867,0.2,dodo ikire,nigerian_sweet,sweet,soft
nostalgic,morning,0.2728161378048271,0.92,coconut candy,nigerian_sweet,sweet,chewy
tired,afternoon,0.7826123708235793,-0.68,yogurt,healthy_light,light,soft
tired,midnight,0.5043340947050835,-0.41,granola bar,healthy_light,light,crisp
happy,afternoon,0.6663953108424003,0.2,coconut candy,nigerian_sweet,sweet,chewy
hungry,evening,1.0,0.3,suya,nigerian_savory,spicy,chewy
anxious,midnight,0.031433556120553964,-0.1,kokoro,savory_snacks,savory,crisp
stressed,morning,0.48615672279808647,-0.19,cookies,nigerian_sweet,sweet,crisp
anxious,morning,0.5905206038733518,-0.62,popcorn,savory_snacks,savory,crisp
nostalgic,morning,0.04499735545213799,0.2,granola bar,healthy_light,light,crisp
nostalgic,midnight,0.5233886239562543,0.2,yogurt,healthy_light,light,soft
anxious,evening,0.33986282654152045,-0.74,boli,nigerian_savory,savory,soft
anxious,midnight,0.7525119993488911,-0.34,plantain chips,nigerian_savory,savory,crisp
excited,afternoon,0.060794805052665435,0.36,akara,nigerian_fried,savory,soft
anxious,evening,0.5635949091293478,-0.1,kokoro,savory_snacks,savory,crisp
excited,afternoon,0.12331801946906734,0.71,chin chin,nigerian_fried,sweet,crisp
anxious,afternoon,0.5066151338699911,-0.8,chips,savory_snacks,savory,crisp
happy,evening,0.29021370650998074,0.2,akara,nigerian_fried,savory,soft
excited,afternoon,0.7896800687392933,0.2,plantain chips,nigerian_savory,savory,crisp
happy,midnight,0.019364835538023862,0.2,coconut candy,nigerian_sweet,sweet,chewy
stressed,afternoon,0.42926255202289626,-0.44,kuli kuli,nigerian_savory,spicy,crisp
nostalgic,afternoon,0.5517108157271249,0.2,coconut candy,nigerian_sweet,sweet,chewy
excited,afternoon,0.29088915935205106,0.2,akara,nigerian_fried,savory,soft
stressed,morning,0.07161615743747385,-0.13,candy,nigerian_sweet,sweet,chewy
bored,midnight,0.4347246817586113,-0.3,suya,nigerian_savory,spicy,chewy
anxious,midnight,0.35508479291245554,-0.62,chips,savory_snacks,savory,crisp
tired,evening,0.08049598177807207,-0.38,granola bar,healthy_light,light,crisp
bored,evening,0.14672427888779174,-0.14,kokoro,savory_snacks,savory,crisp
excited,evening,0.18202710154917068,0.2,puff puff,nigerian_fried,sweet,soft
happy,afternoon,0.6028881051823898,0.91,ice cream,nigerian_sweet,sweet,soft
content,midnight,0.5206623603914625,0.2,veggies,healthy_light,light,crisp
bored,midnight,0.3977926783045148,-0.3,kokoro,savory_snacks,savory,crisp
hungry,afternoon,1.0,-0.3,plantain chips,nigerian_savory,savory,crisp
nostalgic,afternoon,0.7211574636307037,0.2,ice cream,nigerian_sweet,sweet,soft
content,evening,0.26731441790708976,0.64,akara,nigerian_fried,savory,soft
excited,afternoon,0.5590669363568262,0.71,puff puff,nigerian_fried,sweet,soft
happy,evening,0.27437321576006257,0.2,puff puff,nigerian_fried,sweet,soft
sad,morning,0.7021703685575517,-0.1,cheese,healthy_light,light,soft
nostalgic,evening,0.3178330343567246,0.2,ice cream,nigerian_sweet,sweet,soft
happy,evening,0.40289595037888115,0.73,veggies,healthy_light,light,crisp
excited,morning,0.10007112786912283,0.2,akara,nigerian_fried,savory,soft
sad,afternoon,0.7069867110651096,-0.1,dodo ikire,nigerian_sweet,sweet,soft
excited,midnight,0.0902865157702098,0.22,kuli kuli,nigerian_savory,spicy,crisp
stressed,afternoon,0.6271428707622401,-0.35,candy,nigerian_sweet,sweet,chewy
hungry,afternoon,1.0,-0.29,boli,nigerian_savory,savory,soft
excited,morning,0.3420045629706929,0.2,akara,nigerian_fried,savory,soft
happy,morning,0.6723542004368162,0.4,chocolate,nigerian_sweet,sweet,soft
sad,morning,0.2339320671073984,-0.1,chocolate,nigerian_sweet,sweet,soft
anxious,morning,0.037347855919419005,-0.1,kokoro,savory_snacks,savory,crisp
anxious,evening,0.4581462526853516,-0.1,pretzels,savory_snacks,savory,crisp
bored,morning,0.1509057971392599,0.02,kokoro,savory_snacks,savory,crisp
anxious,evening,0.5046808309160894,-0.3,popcorn,savory_snacks,savory,crisp
bored,midnight,0.04412527248142837,0.3,kuli kuli,nigerian_savory,spicy,crisp
excited,afternoon,0.5653748616356481,0.2,chin chin,nigerian_fried,sweet,crisp
nostalgic,evening,0.733314482155133,0.41,chocolate,nigerian_sweet,sweet,soft
happy,morning,0.5645274670991572,0.2,chin chin,nigerian_fried,sweet,crisp
content,morning,0.05934095647544977,0.2,granola bar,healthy_light,light,crisp
nostalgic,afternoon,0.7095536887062939,0.62,dodo ikire,nigerian_sweet,sweet,soft
anxious,evening,0.5344155620100479,-0.65,kokoro,savory_snacks,savory,crisp
bored,morning,0.6781122636074042,0.3,kokoro,savory_snacks,savory,crisp
tired,morning,0.1430728548062395,-0.1,yogurt,healthy_light,light,soft
sad,midnight,0.04047748294126539,-0.1,fruit,healthy_light,light,soft
anxious,midnight,0.1257885320753868,-0.1,crackers,savory_snacks,savory,crisp
nostalgic,morning,0.3248879844020463,0.2,coconut candy,nigerian_sweet,sweet,chewy
excited,afternoon,0.7868778397910194,0.33,chin chin,nigerian_fried,sweet,crisp
tired,evening,0.4456054450505029,-0.1,fruit,healthy_light,light,soft
sad,morning,0.13177419755438474,-0.1,dodo ikire,nigerian_sweet,sweet,soft
bored,afternoon,0.6232043151392301,-0.3,pretzels,savory_snacks,savory,crisp
content,morning,0.6026503455034057,0.43,veggies,healthy_light,light,crisp
tired,evening,0.5809515870896841,-0.1,popcorn,savory_snacks,savory,crisp
anxious,evening,0.514241640129666,-0.1,popcorn,savory_snacks,savory,crisp
content,morning,0.25780831505558777,0.95,veggies,healthy_light,light,crisp
nostalgic,morning,0.7717523830627688,0.2,akara,nigerian_fried,savory,soft
